,names,links,product_ids,images,lowPrice,highPrice,price,bestRating,worstRating,ratingCount,ratingValue
2520,ZANZEA Women Flare Swing Short Sleeve Printed Loose Maxi Dress,https://shopee.com.my/ZANZEA-Women-Flare-Swing-Short-Sleeve-Printed-Loose-Maxi-Dress-i.26973388.4414648332,4414648332,https://cf.shopee.com.my/file/4a2dbe1ac4dd825497e9105f0198b494,,,41.50,5.0,1.0,4,4.75
2521,ZANZEA Women Short Sleeve Dot V Neck Ethnic Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-Short-Sleeve-Dot-V-Neck-Ethnic-Plus-Size-Blouse-i.26973388.2582495784,2582495784,https://cf.shopee.com.my/file/3ed59323d4bf0925f692899546628e1a,,,30.79,5.0,1.0,4,4.75
2522,ZANZEA Women High Waist Wide Leg Loose Casual Flare Pants,https://shopee.com.my/ZANZEA-Women-High-Waist-Wide-Leg-Loose-Casual-Flare-Pants-i.26973388.4048746362,4048746362,https://cf.shopee.com.my/file/215dc0fe6ffe0f5447dd583099bbef8e,,,35.50,5.0,1.0,2,5.00
2523,ZANZEA Women Casual Leopard Print Front Pockets Loose Blazers,https://shopee.com.my/ZANZEA-Women-Casual-Leopard-Print-Front-Pockets-Loose-Blazers-i.26973388.4118767930,4118767930,https://cf.shopee.com.my/file/6685972ec40f909b4a192c55c007ef58,,,39.99,5.0,1.0,2,5.00
2524,ZANZEA Women Short Sleeve O Neck Pockets Knee Casual Dresses,https://shopee.com.my/ZANZEA-Women-Short-Sleeve-O-Neck-Pockets-Knee-Casual-Dresses-i.26973388.2510998883,2510998883,https://cf.shopee.com.my/file/4d9890834dcc56d2b7149a741e6a9ce7,,,32.43,5.0,1.0,2,5.00
2525,ZANZEA Women Long Sleeve V-Neck Button Casual Loose Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-V-Neck-Button-Casual-Loose-Dress-i.26973388.2803460758,2803460758,https://cf.shopee.com.my/file/ce66a62f5b1a9b7784d95773aba7227a,,,39.13,5.0,1.0,3,5.00
2526,ZANZEA Women Long Sleeve Buttons Neck Asymmetrical Hem Blouse,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Buttons-Neck-Asymmetrical-Hem-Blouse-i.26973388.3412865835,3412865835,https://cf.shopee.com.my/file/e8e0146dfc898b2e0f2df39620abb309,,,42.13,5.0,1.0,5,4.40
2527,ZANZEA Women Buttons V Neck Causal Stripe Wide Legs Jumpsuit,https://shopee.com.my/ZANZEA-Women-Buttons-V-Neck-Causal-Stripe-Wide-Legs-Jumpsuit-i.26973388.2359118389,2359118389,https://cf.shopee.com.my/file/15758cba4c01b7df124b8d45dfd07a9e,,,37.81,5.0,1.0,5,5.00
2528,Women's Batwing Sleeve V-Neck Casual Plus size Loose Knee Dress,https://shopee.com.my/Women's-Batwing-Sleeve-V-Neck-Casual-Plus-size-Loose-Knee-Dress-i.26973388.1683001221,1683001221,https://cf.shopee.com.my/file/f380709cb050a3c36bb8e03838f4ec65,,,34.00,5.0,1.0,5,5.00
2529,ZANZEA Women's Plus Size Sleeveless V-Neck Straps Wide Leg Playsuit,https://shopee.com.my/ZANZEA-Women's-Plus-Size-Sleeveless-V-Neck-Straps-Wide-Leg-Playsuit-i.26973388.1604876615,1604876615,https://cf.shopee.com.my/file/69dec2c9dfbc292d339859ee0d40303a,,,52.10,5.0,1.0,5,5.00
2530,ZANZEA Plus Size Long Sleeve Retro Patchwork Splicing Loose Long Dress,https://shopee.com.my/ZANZEA-Plus-Size-Long-Sleeve-Retro-Patchwork-Splicing-Loose-Long-Dress-i.26973388.397052104,397052104,https://cf.shopee.com.my/file/fe7a097ee282a3c07e6c847c77abf858,,,36.16,5.0,1.0,5,5.00
2531,ZANZEA Women Lantern Sleeve Polka Dot See Through Blouse,https://shopee.com.my/ZANZEA-Women-Lantern-Sleeve-Polka-Dot-See-Through-Blouse-i.26973388.3407745865,3407745865,https://cf.shopee.com.my/file/1dcd22842eb85db2455b3b354ede136d,,,24.50,5.0,1.0,6,4.67
2532,ZANZEA Women Polka Dot Casual Loose Short Sleeve Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-Polka-Dot-Casual-Loose-Short-Sleeve-Plus-Size-Blouse-i.26973388.2329062294,2329062294,https://cf.shopee.com.my/file/801ff8655befec47b61002015e5ba0c9,,,25.80,5.0,1.0,7,4.14
2533,ZANZEA Women Casual V Neck Plus Size Knitted Batwing Blouse,https://shopee.com.my/ZANZEA-Women-Casual-V-Neck-Plus-Size-Knitted-Batwing-Blouse-i.26973388.4700742363,4700742363,https://cf.shopee.com.my/file/7f2abafb382a9f74d45e98b684497111,,,35.00,5.0,1.0,3,5.00
2534,ZANZEA Women Long Sleeve Round Neck Casual Ethnic Blouse,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Round-Neck-Casual-Ethnic-Blouse-i.26973388.7912790887,7912790887,https://cf.shopee.com.my/file/a4fcdfd87c0bd4d05d565d68d46f12ce,,,42.23,5.0,1.0,4,5.00
2535,ZANZEA Women Long Sleeve Lapel Collar Casual Vintage Printed Blazer,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Lapel-Collar-Casual-Vintage-Printed-Blazer-i.26973388.7447390552,7447390552,https://cf.shopee.com.my/file/cf67199387fd18a85e8b31b76776fb8c,,,43.50,5.0,1.0,3,5.00
2536,ZANZEA Women Casual 3/4Sleeve Plaid Patchwork Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-Casual-3-4Sleeve-Plaid-Patchwork-Plus-Size-Blouse-i.26973388.7433797736,7433797736,https://cf.shopee.com.my/file/31453ee2a9652abd33a7cd892af3ec97,,,33.81,5.0,1.0,3,5.00
2537,ZANZEA Women Casual Leopard Printed Wrap Ruffled Maxi Skirt,https://shopee.com.my/ZANZEA-Women-Casual-Leopard-Printed-Wrap-Ruffled-Maxi-Skirt-i.26973388.7414333433,7414333433,https://cf.shopee.com.my/file/156941ab72aa8399911e87f41bbce13d,,,29.50,5.0,1.0,3,5.00
2538,ZANZEA Women Long Sleeve Collared Casual Button Down Front Cardigans,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Collared-Casual-Button-Down-Front-Cardigans-i.26973388.6749369403,6749369403,https://cf.shopee.com.my/file/85ae912f0e6189617ee2a9d7ca9c3c5c,,,46.50,5.0,1.0,3,5.00
2539,ZANZEA Women Vintage Loose Half Sleeve With Pockets Long Dress,https://shopee.com.my/ZANZEA-Women-Vintage-Loose-Half-Sleeve-With-Pockets-Long-Dress-i.26973388.5837717483,5837717483,https://cf.shopee.com.my/file/800f50d396e171b1630995c3b45e9c47,,,41.76,5.0,1.0,3,5.00
2540,ZANZEA Women Plaid Short Sleeve Plus Size Drawstring Blouse,https://shopee.com.my/ZANZEA-Women-Plaid-Short-Sleeve-Plus-Size-Drawstring-Blouse-i.26973388.5534486363,5534486363,https://cf.shopee.com.my/file/d6058d33be003954e23753e19c83b212,,,29.39,5.0,1.0,3,5.00
2541,ZANZEA Woman Lace patchwork Hollow Back Long Sleeve Blouse,https://shopee.com.my/ZANZEA-Woman-Lace-patchwork-Hollow-Back-Long-Sleeve-Blouse-i.26973388.5115168354,5115168354,https://cf.shopee.com.my/file/31bb2735ecf04a54f0c92f2fb893432b,,,44.00,5.0,1.0,3,5.00
2542,ZANZEA Women Lace Patchwork Long Sleeve Casual See Through Blouse,https://shopee.com.my/ZANZEA-Women-Lace-Patchwork-Long-Sleeve-Casual-See-Through-Blouse-i.26973388.4832853926,4832853926,https://cf.shopee.com.my/file/45be6c12297a92342fadf25003bdaa0f,,,24.99,5.0,1.0,3,5.00
2543,ZANZEA Women Casual Sleeveless Side Pockets Loose Maxi Dress ,https://shopee.com.my/ZANZEA-Women-Casual-Sleeveless-Side-Pockets-Loose-Maxi-Dress-i.26973388.4831965737,4831965737,https://cf.shopee.com.my/file/96f09afcc2ba1efaeafb06e1fdae075f,,,36.90,5.0,1.0,3,5.00
2544,ZANZEA Women Button Up Cotton Linen Casual Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-Button-Up-Cotton-Linen-Casual-Plus-Size-Blouse-i.26973388.4614635672,4614635672,https://cf.shopee.com.my/file/6ca448e223bbcf5e5ec7088f67b3d66a,,,41.90,5.0,1.0,3,5.00
2545,ZANZEA Women Buttons Down Frill Solid Loose Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-Buttons-Down-Frill-Solid-Loose-Plus-Size-Blouse-i.26973388.4516467826,4516467826,https://cf.shopee.com.my/file/30b41c92d5e6985277b003c51ea8112f,,,31.85,5.0,1.0,3,5.00
2546,ZANZEA Women Plaid Long Sleeve Cotton Linen Loose Maxi Dress,https://shopee.com.my/ZANZEA-Women-Plaid-Long-Sleeve-Cotton-Linen-Loose-Maxi-Dress-i.26973388.4409710373,4409710373,https://cf.shopee.com.my/file/86ff51988046a2a67cf8b6b9a840adc9,,,43.02,5.0,1.0,3,5.00
2547,Women Button Cartoon Cat Print O-neck Casual Plus Size Blouse,https://shopee.com.my/Women-Button-Cartoon-Cat-Print-O-neck-Casual-Plus-Size-Blouse-i.26973388.4218764834,4218764834,https://cf.shopee.com.my/file/6e6e51d65733966e689fe613a2bc2827,,,28.00,5.0,1.0,3,5.00
2548,ZANZEA Women Ruffled Frilled Vintage Plaid Belted Maxi Dress,https://shopee.com.my/ZANZEA-Women-Ruffled-Frilled-Vintage-Plaid-Belted-Maxi-Dress-i.26973388.4044374062,4044374062,https://cf.shopee.com.my/file/fbce46b7f1fe340427679b66ec669f78,,,35.52,5.0,1.0,3,5.00
2549,ZANZEA Women Cotton Linen Casual Loose Split Hem Maxi Dress,https://shopee.com.my/ZANZEA-Women-Cotton-Linen-Casual-Loose-Split-Hem-Maxi-Dress-i.26973388.4025373232,4025373232,https://cf.shopee.com.my/file/c5052b55cf51d3f3424aa03193524991,,,42.00,5.0,1.0,3,5.00
2550,ZANZEA Women Ruffles Collar Long Sleeve Embroidery Vintage Blouse,https://shopee.com.my/ZANZEA-Women-Ruffles-Collar-Long-Sleeve-Embroidery-Vintage-Blouse-i.26973388.3933541307,3933541307,https://cf.shopee.com.my/file/e7c1f0c38abca797d6fa292ecc3aad38,,,38.21,5.0,1.0,3,5.00
2551,ZANZEA Women Oversize Hoodies Winter Warm Thick Print Outerwear,https://shopee.com.my/ZANZEA-Women-Oversize-Hoodies-Winter-Warm-Thick-Print-Outerwear-i.26973388.3903536107,3903536107,https://cf.shopee.com.my/file/e9e1124a4581d07efb988d17835ae433,,,57.00,5.0,1.0,3,5.00
2552,ZANZEA Women Buttons Lace Crochet Stand Collar See Through Blouse,https://shopee.com.my/ZANZEA-Women-Buttons-Lace-Crochet-Stand-Collar-See-Through-Blouse-i.26973388.3813186282,3813186282,https://cf.shopee.com.my/file/10408b10775210ba48874361906e1b79,,,31.50,5.0,1.0,3,5.00
2553,ZANZEA Women Sleeveless V-Neck Strap Casual Loose Corduroy Dress,https://shopee.com.my/ZANZEA-Women-Sleeveless-V-Neck-Strap-Casual-Loose-Corduroy-Dress-i.26973388.3620341682,3620341682,https://cf.shopee.com.my/file/ad67b0c826d55c2ef20a82afb120df70,,,38.50,5.0,1.0,3,5.00
2554,ZANZEA Women Sleeveless Polka Dot Wide Legs Oversize Jumpsuit,https://shopee.com.my/ZANZEA-Women-Sleeveless-Polka-Dot-Wide-Legs-Oversize-Jumpsuit-i.26973388.2225981340,2225981340,https://cf.shopee.com.my/file/7e7cc983b468431e5e42390e8eaf2d84,,,38.41,5.0,1.0,3,5.00
2555,ZANZEA Women's Fashion Summer Oversized Short Sleeve Blouse Casual Tops T-Shirt,https://shopee.com.my/ZANZEA-Women's-Fashion-Summer-Oversized-Short-Sleeve-Blouse-Casual-Tops-T-Shirt-i.26973388.431081511,431081511,https://cf.shopee.com.my/file/57d4ace9d3e6256f730484df85f46b78,,,18.54,5.0,1.0,3,5.00
2556,ZANZEA Women Long Sleeve Turtleneck Flower Printed See Through Blouse,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Turtleneck-Flower-Printed-See-Through-Blouse-i.26973388.5432744410,5432744410,https://cf.shopee.com.my/file/cd9c5ae3077cafb43b1ce999b6d798df,,,22.05,5.0,1.0,3,5.00
2557,Women Irregular Vintage Button Plus Size Side Pockets Blouse,https://shopee.com.my/Women-Irregular-Vintage-Button-Plus-Size-Side-Pockets-Blouse-i.26973388.5421743202,5421743202,https://cf.shopee.com.my/file/5baec77b4dc75443a9ccb03c518413a9,,,37.50,5.0,1.0,3,5.00
2558,ZANZEA Women's Fluffy Fleece Bat Sleeve Loose Plus Size Outerwear,https://shopee.com.my/ZANZEA-Women's-Fluffy-Fleece-Bat-Sleeve-Loose-Plus-Size-Outerwear-i.26973388.1814860580,1814860580,https://cf.shopee.com.my/file/15fb0bd7d1f8e9fe25c6fac6e2d5d0c0,29.44,34.62,,5.0,1.0,6,4.67
2559,ZANZEA Women Loose Wide Legged Plus Size Casual  Pants,https://shopee.com.my/ZANZEA-Women-Loose-Wide-Legged-Plus-Size-Casual-Pants-i.26973388.7504139407,7504139407,https://cf.shopee.com.my/file/c1e750bf1e9197bcbdf5dff7c1a4bac8,,,27.93,5.0,1.0,8,4.50
2560,ZANZEA Women Casual Vintage Embroidery Buttons Retro Long Dress,https://shopee.com.my/ZANZEA-Women-Casual-Vintage-Embroidery-Buttons-Retro-Long-Dress-i.26973388.7142150034,7142150034,https://cf.shopee.com.my/file/0b339ae44ec52d4cfe1432645492b889,,,44.16,5.0,1.0,3,5.00
2561,ZANZEA Women Casual Long Sleeve Buttons V Neck Casual Blouse,https://shopee.com.my/ZANZEA-Women-Casual-Long-Sleeve-Buttons-V-Neck-Casual-Blouse-i.26973388.7225347598,7225347598,https://cf.shopee.com.my/file/a7f761f6caaa516d4355f1afd8fb4cd2,,,31.00,5.0,1.0,4,4.75
2562,ZANZEA Women Turn-down Collar Long Sleeve Lace Patchwork Blouse,https://shopee.com.my/ZANZEA-Women-Turn-down-Collar-Long-Sleeve-Lace-Patchwork-Blouse-i.26973388.5635265307,5635265307,https://cf.shopee.com.my/file/b9374a90b4a7429e7d9d64805299fe3a,,,36.91,5.0,1.0,3,5.00
2563,ZANZEA Women Striped Collared Casual Long Sleeve Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-Striped-Collared-Casual-Long-Sleeve-Plus-Size-Blouse-i.26973388.4804333769,4804333769,https://cf.shopee.com.my/file/655f49fde57ccb83f5cf8135c78431f0,,,35.77,5.0,1.0,3,5.00
2564,ZANZEA Women Puff Sleeve O-Neck Casual Loose Cotton Blouse,https://shopee.com.my/ZANZEA-Women-Puff-Sleeve-O-Neck-Casual-Loose-Cotton-Blouse-i.26973388.4115263183,4115263183,https://cf.shopee.com.my/file/f1ee6eb41fa9fac001cee3064e84e9af,,,31.90,5.0,1.0,3,5.00
2565,ZANZEA Women Off Shoulder Lace Asymmetrical Loose Blouse,https://shopee.com.my/ZANZEA-Women-Off-Shoulder-Lace-Asymmetrical-Loose-Blouse-i.26973388.2632956246,2632956246,https://cf.shopee.com.my/file/a5a749699ee0a8f2a0a51f120168d405,,,42.53,5.0,1.0,3,5.00
2566,ZANZEA Women V Neck Leopard Printed Asymmetrical Hem Blouse,https://shopee.com.my/ZANZEA-Women-V-Neck-Leopard-Printed-Asymmetrical-Hem-Blouse-i.26973388.2354622407,2354622407,https://cf.shopee.com.my/file/db09586a922f764d8a1b6acee6648d31,,,27.54,5.0,1.0,3,5.00
2567,ZANZEA Women Sleeveless Loose V Neck Slip Leopard Maxi Dress,https://shopee.com.my/ZANZEA-Women-Sleeveless-Loose-V-Neck-Slip-Leopard-Maxi-Dress-i.26973388.4541584333,4541584333,https://cf.shopee.com.my/file/1ad88549e4cdc6213fae4f4d41e31c7c,,,28.80,5.0,1.0,3,5.00
2568,Women Summer Ruffle Lace Patchwork Sexy Irregular Vest,https://shopee.com.my/Women-Summer-Ruffle-Lace-Patchwork-Sexy-Irregular-Vest-i.26973388.1271046979,1271046979,https://cf.shopee.com.my/file/3206fbb78e617440939ef28d4094b2be,16.32,16.81,,5.0,1.0,7,4.43
2569,ZANZEA Women Vintage Loose Solid Color Split Hem V Neck Blouse,https://shopee.com.my/ZANZEA-Women-Vintage-Loose-Solid-Color-Split-Hem-V-Neck-Blouse-i.26973388.4557513457,4557513457,https://cf.shopee.com.my/file/75bb56e70573630598dac02516568917,,,38.50,5.0,1.0,2,5.00
2570,ZANZEA Women Casual Buttons Zip-up Wide Legs Straight Muslim Pants,https://shopee.com.my/ZANZEA-Women-Casual-Buttons-Zip-up-Wide-Legs-Straight-Muslim-Pants-i.26973388.5256927799,5256927799,https://cf.shopee.com.my/file/e39a91c1fbdbd55ce9b776bfb04cf11f,,,38.00,5.0,1.0,2,5.00
2571,ZANZEA Women O Neck Crochet Hollow Out Loose Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-O-Neck-Crochet-Hollow-Out-Loose-Plus-Size-Blouse-i.26973388.6113631658,6113631658,https://cf.shopee.com.my/file/6a0ff633c9029db4aae4544515e762a3,,,36.57,5.0,1.0,5,4.80
2572,ZANZEA Women's Fashion Long Sleeve Jacket Waistcoat,https://shopee.com.my/ZANZEA-Women's-Fashion-Long-Sleeve-Jacket-Waistcoat-i.26973388.752083632,752083632,https://cf.shopee.com.my/file/78761623ba15c4afc853469076ea6043,,,18.75,5.0,1.0,5,4.80
2573,ZANZEA Women Elastic Waist Ruffle Hem Casual Wide Leg Muslim Set,https://shopee.com.my/ZANZEA-Women-Elastic-Waist-Ruffle-Hem-Casual-Wide-Leg-Muslim-Set-i.26973388.6857553172,6857553172,https://cf.shopee.com.my/file/bb9cb9cb907bff507aec5f10389d8b01,,,48.50,5.0,1.0,1,5.00
2574,ZANZEA Women Casual Button Down Loose Retro Irregular Hem Blouse,https://shopee.com.my/ZANZEA-Women-Casual-Button-Down-Loose-Retro-Irregular-Hem-Blouse-i.26973388.7552879149,7552879149,https://cf.shopee.com.my/file/d4cbfeac8eca3634d7e489517f4fc140,,,34.00,5.0,1.0,2,4.50
2575,ZANZEA Women Buttons Down Lapel Denim Blue Loose Blouse,https://shopee.com.my/ZANZEA-Women-Buttons-Down-Lapel-Denim-Blue-Loose-Blouse-i.26973388.2879689670,2879689670,https://cf.shopee.com.my/file/f637863f1db18ecb3fb0c5997d45c2c9,,,36.27,5.0,1.0,7,4.57
2576,Women Summer Loose Plus Size V Neck Sleeveless Maxi Dress,https://shopee.com.my/Women-Summer-Loose-Plus-Size-V-Neck-Sleeveless-Maxi-Dress-i.26973388.2071203936,2071203936,https://cf.shopee.com.my/file/01fb75639999bf9bf46198afc854d5eb,,,36.63,5.0,1.0,8,4.38
2577,Women Summer Plus size Sleeveless Tassel Ruffle Casual Tank,https://shopee.com.my/Women-Summer-Plus-size-Sleeveless-Tassel-Ruffle-Casual-Tank-i.26973388.2098391864,2098391864,https://cf.shopee.com.my/file/14be58de0ab7b3be1504b321083a5114,,,34.15,5.0,1.0,7,4.57
2578,ZANZEA Women Long Sleeve V-Neck Casual Loose Side Slit Long Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-V-Neck-Casual-Loose-Side-Slit-Long-Dress-i.26973388.5954903064,5954903064,https://cf.shopee.com.my/file/f4b82793eccb09647595552e1cb976cf,,,38.50,5.0,1.0,4,4.00
2579,ZANZEA Women Cotton Linen Collared Botton-Down Loose Blouse,https://shopee.com.my/ZANZEA-Women-Cotton-Linen-Collared-Botton-Down-Loose-Blouse-i.26973388.3739339084,3739339084,https://cf.shopee.com.my/file/8646f5a62add036bd73c4386b495a455,,,29.99,5.0,1.0,2,4.50
2580,ZANZEA Women Casual Half Sleeve Embroidery Vintage Loose Blouse,https://shopee.com.my/ZANZEA-Women-Casual-Half-Sleeve-Embroidery-Vintage-Loose-Blouse-i.26973388.5032490758,5032490758,https://cf.shopee.com.my/file/8b24700389cb924cd659d47dac09d5f7,,,33.81,5.0,1.0,3,5.00
2581,ZANZEA Women Loose Casual Soft Solid Color Short Sleeve O-Neck Nightgowns,https://shopee.com.my/ZANZEA-Women-Loose-Casual-Soft-Solid-Color-Short-Sleeve-O-Neck-Nightgowns-i.26973388.4236084341,4236084341,https://cf.shopee.com.my/file/a0fbe78e10fdf477900ffbb5fa855b7c,,,28.66,5.0,1.0,2,5.00
2582,ZANZEA Women Plaid O Neck Loose Plus Size Loose Maxi Dress,https://shopee.com.my/ZANZEA-Women-Plaid-O-Neck-Loose-Plus-Size-Loose-Maxi-Dress-i.26973388.2752737407,2752737407,https://cf.shopee.com.my/file/53049b6fcb0c411d0da0d70b5ffbc8d2,,,30.99,5.0,1.0,2,5.00
2583,ZANZEA Women Long Sleeve V-Neck Polka Dots Printed Long Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-V-Neck-Polka-Dots-Printed-Long-Dress-i.26973388.4650242847,4650242847,https://cf.shopee.com.my/file/7f92590f6f173f8cb7b5884502e590af,,,38.50,5.0,1.0,2,5.00
2584,ZANZEA Women Short Sleeve Decorative Button Printed Blouse ,https://shopee.com.my/ZANZEA-Women-Short-Sleeve-Decorative-Button-Printed-Blouse-i.26973388.4632104057,4632104057,https://cf.shopee.com.my/file/a26a08a4fb1ff366f756d62112826a1d,,,28.90,5.0,1.0,2,5.00
2585,ZANZEA Women Buttons V Neck Asymmetrical Hem Vintage Blouse,https://shopee.com.my/ZANZEA-Women-Buttons-V-Neck-Asymmetrical-Hem-Vintage-Blouse-i.26973388.3830450584,3830450584,https://cf.shopee.com.my/file/9752cd5b885ec1851facbd2769feedc7,,,31.50,5.0,1.0,3,5.00
2586,ZANZEA Pullover Rullfled Women O Neck Flouncing Casual Blouse,https://shopee.com.my/ZANZEA-Pullover-Rullfled-Women-O-Neck-Flouncing-Casual-Blouse-i.26973388.1176051598,1176051598,https://cf.shopee.com.my/file/047e6ce4fe79c1d989431b74565050be,,,22.34,5.0,1.0,2,5.00
2587,ZANZEA Women Round Neck Cotton Embroidered Casual Baggy Blouse,https://shopee.com.my/ZANZEA-Women-Round-Neck-Cotton-Embroidered-Casual-Baggy-Blouse-i.26973388.2839009042,2839009042,https://cf.shopee.com.my/file/27c7aaef2e784780c4c7a31bfe0bba1f,,,38.49,5.0,1.0,2,5.00
2588,ZANZEA Women Open Front Chiffon Print Casual Loose Cardigan,https://shopee.com.my/ZANZEA-Women-Open-Front-Chiffon-Print-Casual-Loose-Cardigan-i.26973388.7719182423,7719182423,https://cf.shopee.com.my/file/bd6a85a4ad960300b9dfc11de8a3f882,,,24.50,5.0,1.0,5,5.00
2589,ZANZEA Women 3/4 Sleeve Polka Dot Casual Round Neck Blouse,https://shopee.com.my/ZANZEA-Women-3-4-Sleeve-Polka-Dot-Casual-Round-Neck-Blouse-i.26973388.7200705010,7200705010,https://cf.shopee.com.my/file/80bf50f34dc8ee1a2e196827c56d17f2,,,31.93,5.0,1.0,5,5.00
2590,ZANZEA Women Casual Polka Dots Irregular Hem Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-Casual-Polka-Dots-Irregular-Hem-Plus-Size-Blouse-i.26973388.7017070038,7017070038,https://cf.shopee.com.my/file/d623c8662192e16bdd61d256b3aef9a6,,,35.90,5.0,1.0,5,5.00
2591,ZANZEA Women Buttons Embroidered Loose V Neck Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-Buttons-Embroidered-Loose-V-Neck-Plus-Size-Blouse-i.26973388.7008562829,7008562829,https://cf.shopee.com.my/file/f01402c74ad7a65e02a84d361fbe6b9b,,,37.24,5.0,1.0,5,5.00
2592,ZANZEA Women Buttons V Neck Long Sleeve Printed Long Dress,https://shopee.com.my/ZANZEA-Women-Buttons-V-Neck-Long-Sleeve-Printed-Long-Dress-i.26973388.6433618068,6433618068,https://cf.shopee.com.my/file/243b68b853e1d3aa00c9a214e4f12884,,,37.50,5.0,1.0,5,5.00
2593,ZANZEA Women Casual Button Front Full Length Long Cardigan,https://shopee.com.my/ZANZEA-Women-Casual-Button-Front-Full-Length-Long-Cardigan-i.26973388.3218924468,3218924468,https://cf.shopee.com.my/file/ab19b82714ac8ba8b1ee3a5534e16ab4,,,29.99,5.0,1.0,5,5.00
2594,ZANZEA Women Long Sleeve Vintage Patchwork Print Long Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Vintage-Patchwork-Print-Long-Dress-i.26973388.3119813710,3119813710,https://cf.shopee.com.my/file/d4bd3dc847e15f8a4ae33ea184c01fad,,,42.13,5.0,1.0,5,5.00
2595,ZANZEA Women Casual Short Sleeve Print Plus Size Long Dress,https://shopee.com.my/ZANZEA-Women-Casual-Short-Sleeve-Print-Plus-Size-Long-Dress-i.26973388.2733366506,2733366506,https://cf.shopee.com.my/file/90322f229ac249080bdd9ba3e5257e8a,,,38.00,5.0,1.0,5,5.00
2596,ZANZEA Women Elastic Waist Casual Loose Printed Harem Pants,https://shopee.com.my/ZANZEA-Women-Elastic-Waist-Casual-Loose-Printed-Harem-Pants-i.26973388.2721063765,2721063765,https://cf.shopee.com.my/file/45e78834196f45702e981528802261b1,,,27.80,5.0,1.0,5,5.00
2597,ZANZEA Women Short Sleeve Casual Loose Plus Size Maxi Dress,https://shopee.com.my/ZANZEA-Women-Short-Sleeve-Casual-Loose-Plus-Size-Maxi-Dress-i.26973388.2715811759,2715811759,https://cf.shopee.com.my/file/2acf836ab746ffe2f6e9de786985845c,,,32.99,5.0,1.0,5,5.00
2598,ZANZEA Women Short Sleeve High Low Button Down Embroidered Blouse,https://shopee.com.my/ZANZEA-Women-Short-Sleeve-High-Low-Button-Down-Embroidered-Blouse-i.26973388.2649197040,2649197040,https://cf.shopee.com.my/file/f3e57997663e087c110cb8eaa9ca99ee,,,30.58,5.0,1.0,5,5.00
2599,ZANZEA Women Round Neck Summer Loose Asymmetrical Hem T-Shirt,https://shopee.com.my/ZANZEA-Women-Round-Neck-Summer-Loose-Asymmetrical-Hem-T-Shirt-i.26973388.2196164792,2196164792,https://cf.shopee.com.my/file/da24e9333ec0074fecbf8ff5b65cb30e,,,27.10,5.0,1.0,5,5.00
2600,Women's Plus Size Vintage Casual Button Long Sleeve Solid Blouse,https://shopee.com.my/Women's-Plus-Size-Vintage-Casual-Button-Long-Sleeve-Solid-Blouse-i.26973388.2145917047,2145917047,https://cf.shopee.com.my/file/3cec11daffa04c76e8bebc5dff3321c4,,,31.99,5.0,1.0,5,5.00
2601,Women's Round Neck Retro Vintage Loose Oversized Long Dress,https://shopee.com.my/Women's-Round-Neck-Retro-Vintage-Loose-Oversized-Long-Dress-i.26973388.1800785801,1800785801,https://cf.shopee.com.my/file/e8448a74290e478a2d638f870201eec1,,,28.33,5.0,1.0,5,5.00
2602,ZANZEA Women Vintage Printed Patchwork Lace Hem Blouse,https://shopee.com.my/ZANZEA-Women-Vintage-Printed-Patchwork-Lace-Hem-Blouse-i.26973388.1258168339,1258168339,https://cf.shopee.com.my/file/ddc8c3107c9de2fedb32666e2ba23261,,,43.58,5.0,1.0,5,5.00
2603,ZANZEA Women's Lace Up Casual Blouse Shirt V-Neck Top,https://shopee.com.my/ZANZEA-Women's-Lace-Up-Casual-Blouse-Shirt-V-Neck-Top-i.26973388.973469542,973469542,https://cf.shopee.com.my/file/39b29d006a31709d7f93ca672e3937b4,,,26.43,5.0,1.0,5,5.00
2604,ZANZEA Women's Fashion Sleeveless Neck Tank Pleated Top,https://shopee.com.my/ZANZEA-Women's-Fashion-Sleeveless-Neck-Tank-Pleated-Top-i.26973388.525337179,525337179,https://cf.shopee.com.my/file/117f8bf64ac988677c0c219025fdd2cc,,,19.59,5.0,1.0,5,5.00
