,names,links,product_ids,images,lowPrice,highPrice,price,bestRating,worstRating,ratingCount,ratingValue
565,ZANZEA Women Open Front Batwing Print Plus Size Loose Cardigan,https://shopee.com.my/ZANZEA-Women-Open-Front-Batwing-Print-Plus-Size-Loose-Cardigan-i.26973388.2682593306,2682593306,https://cf.shopee.com.my/file/8b1cac5278ce762a157b722ac7dffc23,,,21.24,5.0,1.0,70,4.83
566,ZANZEA Women Long Sleeve Round Neck Solid Color Swing Muslim Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Round-Neck-Solid-Color-Swing-Muslim-Dress-i.26973388.4652374515,4652374515,https://cf.shopee.com.my/file/8acbf85b6e502b4d38be308023fe1b9a,,,43.00,5.0,1.0,15,5.00
567,Women's Plus Size Loose V-Neck Halterneck Printed Tops,https://shopee.com.my/Women's-Plus-Size-Loose-V-Neck-Halterneck-Printed-Tops-i.26973388.1827353809,1827353809,https://cf.shopee.com.my/file/ad82326bbccc98d41699d3c5fc986026,,,28.38,5.0,1.0,133,4.94
568,ZANZEA Women Casual Long Sweatshirt Zipper Hoodies Top,https://shopee.com.my/ZANZEA-Women-Casual-Long-Sweatshirt-Zipper-Hoodies-Top-i.26973388.339744969,339744969,https://cf.shopee.com.my/file/31ab6717dcf628ae0e2d11d02fc4d4b9,,,36.40,5.0,1.0,88,4.82
569,ZANZEA Women Casual Loose Retro Boho Floral Print T Shirt,https://shopee.com.my/ZANZEA-Women-Casual-Loose-Retro-Boho-Floral-Print-T-Shirt-i.26973388.1265240684,1265240684,https://cf.shopee.com.my/file/1da85d180fced33a3c26da09e17b2f13,,,27.50,5.0,1.0,237,4.89
570,ZANZEA Women's Button Down Cotton Loose Plus Size Shirt,https://shopee.com.my/ZANZEA-Women's-Button-Down-Cotton-Loose-Plus-Size-Shirt-i.26973388.525388420,525388420,https://cf.shopee.com.my/file/ac75ee6e42965cb69ed8d09959f74311,,,34.65,5.0,1.0,110,4.94
571,ZANZEA Women's Casual Check Plaid Irregular Pullover Hoodie Sweatshirt,https://shopee.com.my/ZANZEA-Women's-Casual-Check-Plaid-Irregular-Pullover-Hoodie-Sweatshirt-i.26973388.525341792,525341792,https://cf.shopee.com.my/file/415512dcf4a504eb2b4d9702ba11de39,,,18.49,5.0,1.0,103,4.80
572,ZANZEA Women Straps Back Zipper Side Pockets Plaid Muslim Dress,https://shopee.com.my/ZANZEA-Women-Straps-Back-Zipper-Side-Pockets-Plaid-Muslim-Dress-i.26973388.6153550315,6153550315,https://cf.shopee.com.my/file/66f0444edc2610d6e6c9c28b14e879da,,,35.50,5.0,1.0,14,5.00
573,ZANZEA Woman Half Sleeve Printed Vintage Casual Cardigan,https://shopee.com.my/ZANZEA-Woman-Half-Sleeve-Printed-Vintage-Casual-Cardigan-i.26973388.2496856078,2496856078,https://cf.shopee.com.my/file/c52352b08e05a2f4683a45c0753805a5,,,20.79,5.0,1.0,104,4.88
574,ZANZEA Women Bell Sleeve Print Round Neck Loose Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-Bell-Sleeve-Print-Round-Neck-Loose-Plus-Size-Blouse-i.26973388.2698525453,2698525453,https://cf.shopee.com.my/file/6f25554c02d7b1f04e54b4e08dc36b00,,,24.68,5.0,1.0,225,4.62
575,ZANZEA Women's Floral Print Tunic Baggy Maxi Dress,https://shopee.com.my/ZANZEA-Women's-Floral-Print-Tunic-Baggy-Maxi-Dress-i.26973388.525920162,525920162,https://cf.shopee.com.my/file/8e94acf2d7ae49e1dabc6a69f5ff6148,,,33.60,5.0,1.0,134,4.93
576,ZANZEA Women Casual Striped Mid-Calf Length Loose Dress,https://shopee.com.my/ZANZEA-Women-Casual-Striped-Mid-Calf-Length-Loose-Dress-i.26973388.839781111,839781111,https://cf.shopee.com.my/file/6e9582a2f46b395ddc8be979bac2703d,,,35.69,5.0,1.0,65,4.80
577,ZANZEA Women Dungaree Ruffled Long Overalls Jumpsuits,https://shopee.com.my/ZANZEA-Women-Dungaree-Ruffled-Long-Overalls-Jumpsuits-i.26973388.1144567977,1144567977,https://cf.shopee.com.my/file/0076e1983e682b03d8fc84d6deff45ac,32.07,33.03,,5.0,1.0,35,4.94
578,Women's Plus Size Print Long Sleeve Ruffle Retro Party Long Dress,https://shopee.com.my/Women's-Plus-Size-Print-Long-Sleeve-Ruffle-Retro-Party-Long-Dress-i.26973388.1909376335,1909376335,https://cf.shopee.com.my/file/2c21da08feeddd36c574e8022a95da77,,,39.09,5.0,1.0,74,4.76
579,ZANZEA Women Casual Long Sleeve Patchwork Striped Plus Tops,https://shopee.com.my/ZANZEA-Women-Casual-Long-Sleeve-Patchwork-Striped-Plus-Tops-i.26973388.839780591,839780591,https://cf.shopee.com.my/file/ae2cef5247d8f393f749a164fb2529bd,,,16.80,5.0,1.0,74,4.91
580,ZANZEA Womens Long Sleeve O Neck Striped Casual Loose Blouse,https://shopee.com.my/ZANZEA-Womens-Long-Sleeve-O-Neck-Striped-Casual-Loose-Blouse-i.26973388.2279992846,2279992846,https://cf.shopee.com.my/file/e90a598f310653cfabb3f894d4de605d,,,31.00,5.0,1.0,70,4.93
581,ZANZEA Retro Elegant Pockets Pleated Loose Maxi Dress,https://shopee.com.my/ZANZEA-Retro-Elegant-Pockets-Pleated-Loose-Maxi-Dress-i.26973388.349378373,349378373,https://cf.shopee.com.my/file/2bd2f45674a92cc272cb713c3031c703,45.63,47.00,,5.0,1.0,56,4.96
582,ZANZEA Women 3/4 Sleeve Casual Split Loose Round Neck Blouse,https://shopee.com.my/ZANZEA-Women-3-4-Sleeve-Casual-Split-Loose-Round-Neck-Blouse-i.26973388.2487270262,2487270262,https://cf.shopee.com.my/file/4fd2163656dbd175024b52f5e7bff19e,,,28.60,5.0,1.0,62,5.00
583,ZANZEA Women Elastic Waist Side Pockets Plus Size Long Pants,https://shopee.com.my/ZANZEA-Women-Elastic-Waist-Side-Pockets-Plus-Size-Long-Pants-i.26973388.7211868922,7211868922,https://cf.shopee.com.my/file/c8a963bbbed818d64bf5f2d1c1013d5a,,,36.50,5.0,1.0,49,4.84
584,ZANZEA Women Vintage Printed Belted Casual Loose Long Pants,https://shopee.com.my/ZANZEA-Women-Vintage-Printed-Belted-Casual-Loose-Long-Pants-i.26973388.7240544897,7240544897,https://cf.shopee.com.my/file/a6b80e80ea0ea262c180f33234c17394,,,30.71,5.0,1.0,39,5.00
585,ZANZEA Women Long Sleeve Camouflage Printed Long Muslim Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Camouflage-Printed-Long-Muslim-Dress-i.26973388.4253761063,4253761063,https://cf.shopee.com.my/file/ee1fe241e93b5a0971b92ea39d1d38de,,,39.00,5.0,1.0,18,4.89
586,ZANZEA Women's Collar Linen Buttons Loose Long Dress,https://shopee.com.my/ZANZEA-Women's-Collar-Linen-Buttons-Loose-Long-Dress-i.26973388.752086293,752086293,https://cf.shopee.com.my/file/014c9cc6f7e8fdf1b8b70868dc305b62,,,48.73,5.0,1.0,142,4.91
587,ZANZEA Women Sleeveless Summer Beach Plus Size Loose Maxi Dress,https://shopee.com.my/ZANZEA-Women-Sleeveless-Summer-Beach-Plus-Size-Loose-Maxi-Dress-i.26973388.2221271035,2221271035,https://cf.shopee.com.my/file/d38ec5b52b19ae383e5873a9a0646d02,,,38.54,5.0,1.0,61,4.77
588,ZANZEA Women's Irregular Hem Cotton Solid Casual Loose Blouses,https://shopee.com.my/ZANZEA-Women's-Irregular-Hem-Cotton-Solid-Casual-Loose-Blouses-i.26973388.348088302,348088302,https://cf.shopee.com.my/file/41e44b738e92f8d3c28a323194f4524c,,,44.66,5.0,1.0,78,4.88
589,ZANZEA Korean Loose Art Casual Plaid V-Neck Long-Sleeved T-shirt,https://shopee.com.my/ZANZEA-Korean-Loose-Art-Casual-Plaid-V-Neck-Long-Sleeved-T-shirt-i.26973388.1252944680,1252944680,https://cf.shopee.com.my/file/c170104d6acd5005e5f79d1d242aa465,,,25.25,5.0,1.0,73,4.78
590,ZANZEA Women's Elegant Loose Boho Plus size Long Dress,https://shopee.com.my/ZANZEA-Women's-Elegant-Loose-Boho-Plus-size-Long-Dress-i.26973388.525389395,525389395,https://cf.shopee.com.my/file/1783ce651062ee6fc684e5316f27f843,,,53.46,5.0,1.0,58,4.79
591,ZANZEA Women Long Sleeve Leopard Asymmetrical High Low Blouse,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Leopard-Asymmetrical-High-Low-Blouse-i.26973388.2325243943,2325243943,https://cf.shopee.com.my/file/2adcda96fc3fc52c50fad12961048ac5,,,28.31,5.0,1.0,51,4.88
592,ZANZEA Women Casual Loose Long Sleeve Plus Size Long Dresses,https://shopee.com.my/ZANZEA-Women-Casual-Loose-Long-Sleeve-Plus-Size-Long-Dresses-i.26973388.2534915036,2534915036,https://cf.shopee.com.my/file/825dc9a88d7f46fa7bc13715a9a6350f,,,39.68,5.0,1.0,35,4.91
593,ZANZEA Plus Size Loose A-Line Casual Stand Collar Long Dress,https://shopee.com.my/ZANZEA-Plus-Size-Loose-A-Line-Casual-Stand-Collar-Long-Dress-i.26973388.339700220,339700220,https://cf.shopee.com.my/file/d13475b7506b0c0099ada3b154434919,,,33.69,5.0,1.0,105,4.77
594,ZANZEA Women Sleeveless Strappy Plus Size Loose Maxi Dresses,https://shopee.com.my/ZANZEA-Women-Sleeveless-Strappy-Plus-Size-Loose-Maxi-Dresses-i.26973388.2594526560,2594526560,https://cf.shopee.com.my/file/7b398a7ce5738a212eb163ffd0a9f8fc,,,41.15,5.0,1.0,51,4.94
595,ZANZEA Women Casual Multi-Color Cotton Plus Size T Shirt,https://shopee.com.my/ZANZEA-Women-Casual-Multi-Color-Cotton-Plus-Size-T-Shirt-i.26973388.1673898243,1673898243,https://cf.shopee.com.my/file/cc8ec7c20e1d042dd4ec00dccd63970a,,,32.34,5.0,1.0,146,4.88
596,ZAZNEA Women Elastic Waist Side Pockets Casual Wide Leg Pants,https://shopee.com.my/ZAZNEA-Women-Elastic-Waist-Side-Pockets-Casual-Wide-Leg-Pants-i.26973388.6333592261,6333592261,https://cf.shopee.com.my/file/c8c255c4b5b21f1b3bb445295081b268,,,29.50,5.0,1.0,75,4.99
597,Women Summer Short Sleeve Plus Size Beach Printed Cardigan,https://shopee.com.my/Women-Summer-Short-Sleeve-Plus-Size-Beach-Printed-Cardigan-i.26973388.2132719383,2132719383,https://cf.shopee.com.my/file/366e4c8d57ea96ff3aa404be7f5b5a00,,,20.99,5.0,1.0,40,4.80
598,ZAMZEA Women 3/4 Sleeve Casual Loose Striped Retro Long Dress,https://shopee.com.my/ZAMZEA-Women-3-4-Sleeve-Casual-Loose-Striped-Retro-Long-Dress-i.26973388.7241383003,7241383003,https://cf.shopee.com.my/file/a390a004d3a0f745399b5a131a613875,,,35.00,5.0,1.0,36,4.97
599,ZANZEA Women Long Sleeve Buttons Down Casual Solid Color Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Buttons-Down-Casual-Solid-Color-Dress-i.26973388.5442344133,5442344133,https://cf.shopee.com.my/file/091f2a6c55ce5381dfaaaa2f7549f0ab,,,35.03,5.0,1.0,21,4.90
600,ZANZEA Women Vintage Cotton Linen 3/4 Sleeve Print Maxi Dress,https://shopee.com.my/ZANZEA-Women-Vintage-Cotton-Linen-3-4-Sleeve-Print-Maxi-Dress-i.26973388.6714923836,6714923836,https://cf.shopee.com.my/file/ef65526f8ba5aedfcec32d556ab83314,,,34.00,5.0,1.0,47,4.98
601,ZANZEA Women Buttons Down Bowknot Loose Asymmetrical Hem Blouse,https://shopee.com.my/ZANZEA-Women-Buttons-Down-Bowknot-Loose-Asymmetrical-Hem-Blouse-i.26973388.5708011705,5708011705,https://cf.shopee.com.my/file/5094e10c513a85577c937230f3efe464,,,36.50,5.0,1.0,72,4.86
602,ZANZEA Women Full Sleeve Multi-Color Vintage Casual Long Blouse,https://shopee.com.my/ZANZEA-Women-Full-Sleeve-Multi-Color-Vintage-Casual-Long-Blouse-i.26973388.5950204309,5950204309,https://cf.shopee.com.my/file/719248d313fab906fcc975988bf9ab2f,,,33.50,5.0,1.0,24,4.92
603,ZANZEA Women's Lantern Sleeve Round Neck Plus Size Ethnic Blouse,https://shopee.com.my/ZANZEA-Women's-Lantern-Sleeve-Round-Neck-Plus-Size-Ethnic-Blouse-i.26973388.2086317928,2086317928,https://cf.shopee.com.my/file/913d310f17fe0f2c1cc6ac427918252d,,,28.76,5.0,1.0,81,4.79
604,Women Casual Strap Cold Shoulder Oversized Loose Mini Dress,https://shopee.com.my/Women-Casual-Strap-Cold-Shoulder-Oversized-Loose-Mini-Dress-i.26973388.2025935158,2025935158,https://cf.shopee.com.my/file/b23e5c9a4cb83eb076249028ba9e9918,,,26.35,5.0,1.0,41,4.80
605,ZANZEA Women Long Sleeve Knitted Solid Color Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Knitted-Solid-Color-Plus-Size-Blouse-i.26973388.6906598697,6906598697,https://cf.shopee.com.my/file/f16f485bb792c2f419866536257bd6eb,,,28.31,5.0,1.0,60,4.92
606,ZANZEA Women Vintage Check Oversize Loose Plain Solid Blouse,https://shopee.com.my/ZANZEA-Women-Vintage-Check-Oversize-Loose-Plain-Solid-Blouse-i.26973388.1485979652,1485979652,https://cf.shopee.com.my/file/caed3bdfd74f75a1d55f203f76066e4e,32.56,33.54,,5.0,1.0,133,4.83
607,ZANZEA Women Casual Turn Down Collar Button Down Striped Slit Dress,https://shopee.com.my/ZANZEA-Women-Casual-Turn-Down-Collar-Button-Down-Striped-Slit-Dress-i.26973388.2620080133,2620080133,https://cf.shopee.com.my/file/ac26fededdb19f5315c60c34931cc405,,,41.42,5.0,1.0,37,4.95
608,ZANZEA Women Split Hem Loose Solid Ruffle Hem Baggy Long Dress,https://shopee.com.my/ZANZEA-Women-Split-Hem-Loose-Solid-Ruffle-Hem-Baggy-Long-Dress-i.26973388.6848129431,6848129431,https://cf.shopee.com.my/file/b2f6c69cf204752d490fd675c1b6922a,,,38.00,5.0,1.0,15,4.80
609,ZANZEA Women Long Sleeve Elastic Cuffs Casual Baggy Maxi Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Elastic-Cuffs-Casual-Baggy-Maxi-Dress-i.26973388.4615073360,4615073360,https://cf.shopee.com.my/file/f8930c18763d2de78cb6b5811f1767c1,,,38.50,5.0,1.0,39,4.95
610,Women's Party Leopard Print Sleeveless Halter Plus Size Maxi Dress,https://shopee.com.my/Women's-Party-Leopard-Print-Sleeveless-Halter-Plus-Size-Maxi-Dress-i.26973388.2000510240,2000510240,https://cf.shopee.com.my/file/1f5429e9337177fed83aee0131a74d0c,,,38.00,5.0,1.0,43,4.93
611,ZANZEA Women Long Sleeve V Neck Leopard Print Plus Size Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-V-Neck-Leopard-Print-Plus-Size-Dress-i.26973388.2666214959,2666214959,https://cf.shopee.com.my/file/e3507081f8576f06ebd3d5b0cb18d124,,,35.83,5.0,1.0,56,4.82
612,ZANZEA Women Casual Muslim Elastic Waist Belted Patchwork Maxi Dress,https://shopee.com.my/ZANZEA-Women-Casual-Muslim-Elastic-Waist-Belted-Patchwork-Maxi-Dress-i.26973388.4751395526,4751395526,https://cf.shopee.com.my/file/17a99f65a8a4ca8c00be2c4589dbee9d,,,31.45,5.0,1.0,10,5.00
613,ZANZEA Women's Bohemian Lace Crochet Flower Loose Long Cardigan,https://shopee.com.my/ZANZEA-Women's-Bohemian-Lace-Crochet-Flower-Loose-Long-Cardigan-i.26973388.525337124,525337124,https://cf.shopee.com.my/file/1549fd4dbaa1b3474d24875ed2814a67,,,31.04,5.0,1.0,81,4.68
614,ZANZEA Women Collared Button Casual Denim Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-Collared-Button-Casual-Denim-Plus-Size-Blouse-i.26973388.2839131087,2839131087,https://cf.shopee.com.my/file/3f870e15dd4183ed7996274849ff6f87,,,40.18,5.0,1.0,57,4.93
615,ZANZEA Women's Fashion Solid Plus Size Casual Blouse,https://shopee.com.my/ZANZEA-Women's-Fashion-Solid-Plus-Size-Casual-Blouse-i.26973388.525390463,525390463,https://cf.shopee.com.my/file/b3d58f7cf3202e4966e9c9f1d1249add,,,24.52,5.0,1.0,44,4.80
616,ZANZEA Women's Casual Long Batwing Loose Printed Oversize Dress,https://shopee.com.my/ZANZEA-Women's-Casual-Long-Batwing-Loose-Printed-Oversize-Dress-i.26973388.2113757937,2113757937,https://cf.shopee.com.my/file/0ba92ece261386775e03bfb8598b4c1d,,,34.75,5.0,1.0,58,4.76
617,Women Long Sleeve Button Down V Neck Loose Casual Blouse Plus,https://shopee.com.my/Women-Long-Sleeve-Button-Down-V-Neck-Loose-Casual-Blouse-Plus-i.26973388.2462992284,2462992284,https://cf.shopee.com.my/file/2e3d5946b531beae07b2a3b89db650e1,,,29.97,5.0,1.0,52,4.90
618,ZANZEA Women Long Sleeve Casual Cotton Linen Solid Baggy Maxi Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Casual-Cotton-Linen-Solid-Baggy-Maxi-Dress-i.26973388.4630352785,4630352785,https://cf.shopee.com.my/file/16c1dd4ea10bbe025e46f60573dcc9a7,,,39.00,5.0,1.0,34,4.88
619,ZANZEA Women Casual Elastic Waist Side Pockets Loose Pants,https://shopee.com.my/ZANZEA-Women-Casual-Elastic-Waist-Side-Pockets-Loose-Pants-i.26973388.5438538788,5438538788,https://cf.shopee.com.my/file/9559f8027cbc2997eca9ec5afef7ac64,,,33.00,5.0,1.0,48,4.90
620,ZANZEA Women Elastic Cuff Puff Sleeve Retro Robe Muslim Maxi Dress,https://shopee.com.my/ZANZEA-Women-Elastic-Cuff-Puff-Sleeve-Retro-Robe-Muslim-Maxi-Dress-i.26973388.6144411258,6144411258,https://cf.shopee.com.my/file/5b62beedcb2fa17c130268c903ccd7db,,,42.00,5.0,1.0,24,4.79
621,Womens Retro Floral Kimono Summer Beach Baggy Long Cardigan,https://shopee.com.my/Womens-Retro-Floral-Kimono-Summer-Beach-Baggy-Long-Cardigan-i.26973388.1352387044,1352387044,https://cf.shopee.com.my/file/5b19c8653cffa599e943cbf40557265b,,,28.39,5.0,1.0,406,4.82
622,ZANZEA Women's Plus Size Strappy Sleeveless Causal Overalls Dress,https://shopee.com.my/ZANZEA-Women's-Plus-Size-Strappy-Sleeveless-Causal-Overalls-Dress-i.26973388.1858822310,1858822310,https://cf.shopee.com.my/file/5ee164affd77ecfc7e4e03ab9685d25c,,,25.11,5.0,1.0,44,4.93
623,ZANZEA Women Sleeveless Solid Color Sexy Loose Daily Nightwear,https://shopee.com.my/ZANZEA-Women-Sleeveless-Solid-Color-Sexy-Loose-Daily-Nightwear-i.26973388.6234462284,6234462284,https://cf.shopee.com.my/file/0c10f9ae5312fcebace7316dfe114959,,,25.00,5.0,1.0,67,4.79
624,ZANZEA Women High Split Long Sleeve High Neck Casual Maxi Dress,https://shopee.com.my/ZANZEA-Women-High-Split-Long-Sleeve-High-Neck-Casual-Maxi-Dress-i.26973388.3308858461,3308858461,https://cf.shopee.com.my/file/c05570dbdc3d07bbc5414756226e00e4,,,29.99,5.0,1.0,53,4.87
625,ZANZEA Women's Vintage Floral Printed Short Sleeve Pocket Plus Size Midi Dress,https://shopee.com.my/ZANZEA-Women's-Vintage-Floral-Printed-Short-Sleeve-Pocket-Plus-Size-Midi-Dress-i.26973388.525919081,525919081,https://cf.shopee.com.my/file/e47debac9beb09558d3ceeb524f4d891,,,31.65,5.0,1.0,75,4.89
626,Women'sPlus Size Pure Colour Sleeveless With Pockets Dresses,https://shopee.com.my/Women'sPlus-Size-Pure-Colour-Sleeveless-With-Pockets-Dresses-i.26973388.1242374366,1242374366,https://cf.shopee.com.my/file/b2013da74d3002cc5c93a4f5e96af9a9,,,18.24,5.0,1.0,140,4.54
627,ZANZEA Women's Bowknot Short Sleeve Evening Party Mini Dress,https://shopee.com.my/ZANZEA-Women's-Bowknot-Short-Sleeve-Evening-Party-Mini-Dress-i.26973388.1077956362,1077956362,https://cf.shopee.com.my/file/a081e6dc81a56d71b1a6ee20404d0df0,,,21.85,5.0,1.0,63,4.67
628,ZANZEA Women's Sexy Sleeveless Backless Lace Vest Casual Tops,https://shopee.com.my/ZANZEA-Women's-Sexy-Sleeveless-Backless-Lace-Vest-Casual-Tops-i.26973388.1549858698,1549858698,https://cf.shopee.com.my/file/5191fe006e36dd4c564114327f4f1806,,,39.59,5.0,1.0,97,4.88
629,ZANZEA Women 3/4 Sleeve O Neck Casual Loose Printed Blouse,https://shopee.com.my/ZANZEA-Women-3-4-Sleeve-O-Neck-Casual-Loose-Printed-Blouse-i.26973388.2277207685,2277207685,https://cf.shopee.com.my/file/5c1d18580cdc575b869a3cc101455ee3,,,31.25,5.0,1.0,77,4.70
630,ZANZEA Women Casual 3/4 Sleeve Embroidery Round Neck Dress,https://shopee.com.my/ZANZEA-Women-Casual-3-4-Sleeve-Embroidery-Round-Neck-Dress-i.26973388.5234896916,5234896916,https://cf.shopee.com.my/file/7308566e4f1e487cd08150841f692728,,,39.72,5.0,1.0,21,4.95
631,ZANZEA Women Batwing Sleeve Button Down Baggy Hooded Cardigans,https://shopee.com.my/ZANZEA-Women-Batwing-Sleeve-Button-Down-Baggy-Hooded-Cardigans-i.26973388.2892224044,2892224044,https://cf.shopee.com.my/file/90148bcc225e6560fb321f85c0eec741,,,41.19,5.0,1.0,41,4.98
632,ZANZEA Women's Oversized V-Neck Short Sleeve Plain Baggy Dress,https://shopee.com.my/ZANZEA-Women's-Oversized-V-Neck-Short-Sleeve-Plain-Baggy-Dress-i.26973388.1799984382,1799984382,https://cf.shopee.com.my/file/33bfeea2d892413c93dd3b000cf54830,,,30.21,5.0,1.0,43,4.95
633,ZANZEA Women's Retro Short Sleeve Buttons Down Baggy Maxi Dress,https://shopee.com.my/ZANZEA-Women's-Retro-Short-Sleeve-Buttons-Down-Baggy-Maxi-Dress-i.26973388.2049982963,2049982963,https://cf.shopee.com.my/file/7d749bba8c867e28961ead85be1efb30,,,34.89,5.0,1.0,67,4.67
634,ZANZEA Women's Floral V-Neck Ruffled Flared Sleeve Casual Loose Blouse,https://shopee.com.my/ZANZEA-Women's-Floral-V-Neck-Ruffled-Flared-Sleeve-Casual-Loose-Blouse-i.26973388.438655869,438655869,https://cf.shopee.com.my/file/b79493ff106601af7a459c3062a5518d,,,32.49,5.0,1.0,109,4.81
635,ZANZEA Women Sleeveless V Neck Flare Wide Leg Jumpsuit,https://shopee.com.my/ZANZEA-Women-Sleeveless-V-Neck-Flare-Wide-Leg-Jumpsuit-i.26973388.1334403167,1334403167,https://cf.shopee.com.my/file/5ef08ec1845403d94f963a6925aabd58,,,34.72,5.0,1.0,32,4.94
636,ZANZEA Women's Vintage Cotton Linen Patchwork Pants,https://shopee.com.my/ZANZEA-Women's-Vintage-Cotton-Linen-Patchwork-Pants-i.26973388.752084377,752084377,https://cf.shopee.com.my/file/f822aaae152864db24e6f528df549eae,,,29.05,5.0,1.0,74,4.80
637,ZANZEA Women Buttons Down Stripe Long Sleeve Turn Down Collar Blouse,https://shopee.com.my/ZANZEA-Women-Buttons-Down-Stripe-Long-Sleeve-Turn-Down-Collar-Blouse-i.26973388.7615520647,7615520647,https://cf.shopee.com.my/file/3074efd648244c2a7f6406136e14d4d6,,,31.90,5.0,1.0,60,4.93
638,ZANZEA Women Elastic Waist Drawstring Wide Leg Pure Color Trousers,https://shopee.com.my/ZANZEA-Women-Elastic-Waist-Drawstring-Wide-Leg-Pure-Color-Trousers-i.26973388.7942348122,7942348122,https://cf.shopee.com.my/file/4bb6e18b6dee511259f3f9965d1110d4,,,35.50,5.0,1.0,33,4.88
639,ZANZEA Women Long Sleeve Irregular Hem Button Down Front Muslim Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Irregular-Hem-Button-Down-Front-Muslim-Dress-i.26973388.6551414222,6551414222,https://cf.shopee.com.my/file/c51a040f9619ae75078ea3eba2045413,,,41.00,5.0,1.0,10,4.50
640,ZANZEA Women's Long Sleeve Loose Oversize Pullover Top,https://shopee.com.my/ZANZEA-Women's-Long-Sleeve-Loose-Oversize-Pullover-Top-i.26973388.341232129,341232129,https://cf.shopee.com.my/file/27b3e35a19aa73b84859990fd680494c,,,26.06,5.0,1.0,58,4.88
641,ZANZEA Women Turn Down Collar Loose Lapel Plus Size Blouse,https://shopee.com.my/ZANZEA-Women-Turn-Down-Collar-Loose-Lapel-Plus-Size-Blouse-i.26973388.2807916858,2807916858,https://cf.shopee.com.my/file/8b5b37d5f8738553db383b84e6769784,,,32.50,5.0,1.0,80,4.88
642,ZANZEA Women Crew Neck Long Sleeve Buttons Loose Casual Blouse,https://shopee.com.my/ZANZEA-Women-Crew-Neck-Long-Sleeve-Buttons-Loose-Casual-Blouse-i.26973388.2838863527,2838863527,https://cf.shopee.com.my/file/ef5d160666650353e4fca23036f4146c,,,29.39,5.0,1.0,93,4.92
643,ZANZEA Women Button Down Front Vintage Full Sleeve Plus Size Blazer,https://shopee.com.my/ZANZEA-Women-Button-Down-Front-Vintage-Full-Sleeve-Plus-Size-Blazer-i.26973388.3449262159,3449262159,https://cf.shopee.com.my/file/0d9ba7737df96b216fda8b5725a642b7,,,41.50,5.0,1.0,16,4.50
644,ZANZEA Women's Plus Size Short Sleeve V-Neck Belt Tie Jumpsuit,https://shopee.com.my/ZANZEA-Women's-Plus-Size-Short-Sleeve-V-Neck-Belt-Tie-Jumpsuit-i.26973388.1597102904,1597102904,https://cf.shopee.com.my/file/43bb7227953717e4b6ff994a01896d51,,,35.30,5.0,1.0,88,4.89
645,ZANZEA Women's Bohemian Vintage Plus Size Cardigans,https://shopee.com.my/ZANZEA-Women's-Bohemian-Vintage-Plus-Size-Cardigans-i.26973388.525664000,525664000,https://cf.shopee.com.my/file/9c3e6cdacb5dd2068dc4d9910a8f67f9,,,27.71,5.0,1.0,56,4.82
646,ZANZEA Women's High Neck Casual Crochet Stripe Plus Size Blouse,https://shopee.com.my/ZANZEA-Women's-High-Neck-Casual-Crochet-Stripe-Plus-Size-Blouse-i.26973388.1673749376,1673749376,https://cf.shopee.com.my/file/dcc4ad79a1091de66d644afae3445695,,,44.29,5.0,1.0,54,4.89
647,ZANZEA Women's Wide Leg Palazzo Pantalons Culottes Trousers,https://shopee.com.my/ZANZEA-Women's-Wide-Leg-Palazzo-Pantalons-Culottes-Trousers-i.26973388.1252957847,1252957847,https://cf.shopee.com.my/file/8c9df71a53842354d8a113808a4b5928,,,35.48,5.0,1.0,299,4.93
648,ZANZEA Women's Party Casual Striped Flared Sleeve Plus Size Maxi Dress,https://shopee.com.my/ZANZEA-Women's-Party-Casual-Striped-Flared-Sleeve-Plus-Size-Maxi-Dress-i.26973388.525918377,525918377,https://cf.shopee.com.my/file/f0112f6d1c123ebb2ea72254593eea8a,,,36.46,5.0,1.0,72,4.82
649,ZANZEA Women Long Sleeve Striped Casual Button Down Front Muslim Dress,https://shopee.com.my/ZANZEA-Women-Long-Sleeve-Striped-Casual-Button-Down-Front-Muslim-Dress-i.26973388.3246553463,3246553463,https://cf.shopee.com.my/file/e0fbd092db4533fe0a9c245377e17445,,,43.00,5.0,1.0,21,4.90
650,ZANZEA Women Vintage Corduroy Casual Long Sleeve Plain Midi Dress,https://shopee.com.my/ZANZEA-Women-Vintage-Corduroy-Casual-Long-Sleeve-Plain-Midi-Dress-i.26973388.5804337752,5804337752,https://cf.shopee.com.my/file/9298fb171279b8e5c6c2aec7f74928f1,,,35.28,5.0,1.0,38,4.89
